"Protein IDs","Gene names","LFQ intensity KO_MITOS_22","LFQ intensity KO_MITOS_23","LFQ intensity KO_MITOS_24","LFQ intensity KO_TOTALS_22","LFQ intensity KO_TOTALS_23","LFQ intensity KO_TOTALS_24","LFQ intensity WT_MITOS_22","LFQ intensity WT_MITOS_23","LFQ intensity WT_MITOS_24","LFQ intensity WT_TOTALS_22","LFQ intensity WT_TOTALS_23","LFQ intensity WT_TOTALS_24"
"Q9H6S3;Q9H6S3-3;Q9H6S3-2","EPS8L2",3695700,15317000,3480900,9607700,7338400,55967000,0,0,0,0,0,0
"Q9H6T3;Q9H6T3-2;Q9H6T3-3","RPAP3",7944700,6000300,0,18316000,13526000,48529000,7815300,11176000,13844000,30559000,18233000,19428000
"Q9H6U8;Q9H6U8-3;Q9H6U8-2;Q9H6U8-4","ALG9",20568000,12184000,12435000,8363000,15593000,8107500,18355000,18399000,21577000,0,23873000,11430000
"Q9H6V9;Q9H6V9-2;Q9H6V9-4;Q9H6V9-3","C2orf43",12112000,11743000,0,0,0,0,15020000,14429000,24831000,0,0,12293000
"Q9H6W3;Q9H6W3-2","NO66",0,0,0,8196300,0,12071000,0,0,0,0,0,0
"Q9H6X2-5;Q9H6X2;Q9H6X2-3;Q9H6X2-4;Q9H6X2-6;Q9H6X2-2","ANTXR1",16575000,23237000,14825000,0,13972000,15767000,20366000,31817000,38640000,0,16056000,0
"Q9H6Y2;Q9H6Y2-2","WDR55",0,0,0,11316000,11321000,32190000,0,0,0,17943000,17047000,20388000
"Q9H6Y7-2;Q9H6Y7","RNF167",8828600,6805500,5355400,5968700,6619400,0,7599500,6641800,7436400,6871500,0,0
"Q9H6Z4-3;Q9H6Z4-2;Q9H6Z4","RANBP3",0,0,0,10493000,7449300,80122000,0,0,0,23237000,8768900,6131600
"Q9H773","DCTPP1",1915600,0,0,24313000,6784600,70938000,0,2402200,4112600,47685000,15982000,20818000
"Q9H792","PEAK1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H7B2","RPF2",0,4369600,0,52479000,57347000,31613000,2268800,4565200,1282300,14129000,217650000,88934000
"Q9H7C9;Q9H7C9-3;Q9H7C9-2","AAMDC",0,0,0,6846000,0,0,0,0,0,8787500,0,0
"Q9H7D0","DOCK5",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H7D7-2;Q9H7D7;Q9H7D7-3;Q9H7D7-4","WDR26",0,0,5162600,17882000,22633000,124890000,0,0,0,17207000,10048000,10052000
"Q9H7E9;Q9H7E9-2","C8orf33",0,0,0,24114000,22961000,0,0,0,0,33078000,42462000,31621000
"Q9H7H0-2;Q9H7H0;Q9H7H0-3","METTL17",23986000,15899000,20278000,11150000,0,0,24350000,18735000,15327000,6443700,12100000,0
"Q9H7N4","SCAF1",0,8228900,5298200,20574000,19459000,25787000,0,5262700,0,7905800,45553000,20484000
"Q9H7P6;Q9H7P6-2","MVB12B",37439000,18101000,24520000,0,11393000,0,42412000,34498000,46769000,0,13439000,0
"Q9H7Z7","PTGES2",291760000,140800000,171150000,57436000,74233000,44791000,206170000,150360000,142370000,42733000,54863000,54070000
"Q9H813;Q9H813-2","TMEM206",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H814","PHAX",0,0,0,0,0,53772000,0,0,0,0,22048000,16661000
"Q9H832;Q9H832-2","UBE2Z",0,0,0,14341000,11749000,25980000,0,0,0,21010000,8603800,13136000
"Q9H840","GEMIN7",0,0,0,5992700,9712300,29785000,0,4191500,5322700,14183000,8951400,6787300
"Q9H845","ACAD9",323390000,238090000,248770000,123390000,170190000,62176000,179860000,105040000,129220000,37485000,69060000,60278000
"Q9H857-2;Q9H857;Q9H857-3;Q9H857-4","NT5DC2",337860000,205970000,239240000,137720000,177080000,73458000,166880000,127430000,141650000,60071000,90064000,75788000
"Q9H8G2;Q9H8G2-2","CAAP1",0,0,0,14933000,22871000,3727400,0,0,0,18667000,25154000,14603000
"Q9H8H0;Q9H8H0-2","NOL11",0,18647000,9948900,152000000,120170000,132760000,0,10756000,12338000,77736000,493900000,266550000
"Q9H8H2-4;Q9H8H2-2;Q9H8H2;Q9H8H2-3","DDX31",0,0,0,11226000,11435000,0,0,0,0,9903100,16613000,11572000
"Q9H8H3","METTL7A",21375000,20270000,22786000,12781000,17883000,16768000,38826000,46489000,55283000,0,44974000,0
"Q9H8K7","C10orf88",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H8M5-3;Q9H8M5-2;Q9H8M5","CNNM2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H8M7;Q9H8M7-2","FAM188A",0,0,0,0,0,14845000,0,0,0,20285000,0,0
"Q9H8Y5","ANKZF1",133700000,68522000,66065000,21301000,14293000,25159000,75644000,67206000,56051000,21434000,0,0
"Q9H8Y8-3;Q9H8Y8;Q9H8Y8-2","GORASP2",0,0,0,59059000,58646000,62825000,0,0,0,53054000,46381000,50624000
"Q9H900-2;Q9H900","ZWILCH",0,0,0,6798500,6195300,0,0,0,0,8688600,0,5232400
"Q9H903-3;Q9H903-1;Q9H903-5;Q9H903","MTHFD2L",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H910-3;Q9H910;Q9H910-2","HN1L",0,0,0,25922000,15315000,36087000,0,0,0,35847000,16821000,16989000
"Q9H936;Q9H1K4","SLC25A22",220400000,153620000,124110000,72120000,113060000,42048000,66463000,38150000,43778000,11845000,34068000,16749000
"Q9H939-2;Q9H939","PSTPIP2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H944;Q9H944-2","MED20",0,0,0,0,0,53244000,0,0,0,0,0,0
"Q9H974;Q9H974-4;Q9H974-2;Q9H974-3","QTRTD1",26987000,34033000,37607000,16652000,21872000,24493000,44199000,35305000,27590000,26929000,18173000,19228000
"Q9H977-4;Q9H977;Q9H977-3","WDR54",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H993","ARMT1",0,0,0,18464000,13082000,66967000,0,0,0,22753000,10122000,14554000
"Q9H9A5-4;Q9H9A5-3;Q9H9A5;Q9H9A5-6;Q9H9A5-2;Q9H9A5-5","CNOT10",0,12675000,13789000,6745700,8083700,25713000,0,12137000,13194000,8635400,7649400,6080900
"Q9H9A6","LRRC40",7468100,11019000,9001100,16666000,16012000,78036000,0,3625100,16169000,30033000,12094000,19527000
"Q9H9B1;Q9H9B1-3;Q9H9B1-4","EHMT1",0,8898300,0,26293000,24734000,10573000,0,0,0,16966000,29415000,34798000
"Q9H9B4","SFXN1",1100300000,782990000,861320000,345440000,558680000,225860000,878680000,552090000,629460000,169010000,345390000,215280000
"Q9H9C1-2;Q9H9C1","VIPAS39",0,0,0,0,0,42932000,0,0,0,0,0,0
"Q9H9E3-3;Q9H9E3","COG4",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H9F9","ACTR5",0,0,0,0,0,0,0,0,0,0,0,0
"Q9H9H4","VPS37B",0,4247100,0,0,0,0,0,0,0,0,5348900,0
"Q9H9J2","MRPL44",323580000,213190000,269630000,107020000,136570000,64636000,230670000,219540000,186140000,90922000,101110000,99545000
"Q9H9L3","ISG20L2",0,0,0,7183000,7913000,0,0,0,0,5709400,19444000,10145000
"Q9H9P8;Q9H9P8-2","L2HGDH",82463000,56468000,76261000,29192000,37344000,18933000,69716000,60483000,48760000,25123000,22648000,22716000
"Q9H9Q2;Q9H9Q2-2;Q9H9Q2-3","COPS7B",0,0,0,14909000,11708000,26053000,0,0,0,22179000,9592700,9727400
"Q9H9Q4;Q9H9Q4-2","NHEJ1",0,0,0,0,8291600,0,0,0,0,0,0,0
"Q9H9S3-2;Q9H9S3-3;Q9H9S3","SEC61A2",0,0,2294800,0,3872500,0,10761000,6125500,10502000,0,0,0
"Q9H9S5","FKRP",14804000,16544000,14640000,12608000,12624000,9135500,0,11309000,0,11218000,14630000,0
"Q9H9T3;Q9H9T3-2;Q9H9T3-4;Q9H9T3-5","ELP3",0,0,2778800,5375300,4810100,16000000,0,0,0,7084000,4501000,3960100
"Q9H9Y2","RPF1",0,5563000,0,22210000,23623000,7606100,0,0,0,11246000,48683000,47328000
"Q9H9Y6;Q9H9Y6-3;Q9H9Y6-2;Q9H9Y6-4;Q9H9Y6-5","POLR1B",8582100,8971800,2945700,11055000,15075000,57574000,0,4513600,6581600,10261000,27616000,14180000
"Q9HA47-3;Q9HA47;Q9HA47-4;Q9HA47-2","UCK1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HA64","FN3KRP",0,8158500,6218100,18148000,0,48195000,0,7315600,7974300,12585000,10090000,14747000
"Q9HA77","CARS2",152630000,123210000,117350000,48176000,59795000,31853000,166250000,118720000,118450000,53881000,57054000,53666000
"Q9HA92;Q9HA92-2","RSAD1",20874000,16720000,25145000,7526500,8657800,0,15380000,12256000,13185000,0,8954200,0
"Q9HAB8-2;Q9HAB8","PPCS",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HAC7-2;Q9HAC7;Q9HAC7-3;Q9HAC7-4","SUGCT",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HAD4;Q9HAD4-2","WDR41",0,0,0,9183400,5965200,0,0,14991000,0,24821000,11135000,10296000
"Q9HAF1-2;Q9HAF1;Q9HAF1-4;Q9HAF1-3","MEAF6",0,54652000,0,72821000,67204000,124040000,0,0,0,55677000,101050000,133890000
"Q9HAP6","LIN7B",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HAR2-2;Q9HAR2;Q9HAR2-4;Q9HAR2-3","LPHN3",10949000,0,7595600,0,0,0,0,0,0,0,0,0
"Q9HAS0","C17orf75",1896300,5437100,5509100,10615000,8615400,30721000,0,5719600,4563900,13655000,7777800,4396700
"Q9HAT2-2;Q9HAT2","SIAE",0,9202900,0,0,0,0,12749000,13120000,10139000,0,0,0
"Q9HAU0-5;Q9HAU0;Q9HAU0-2;Q9HAU0-4;Q9HAU0-6;Q9HAU0-3;Q9HAU0-8;Q9HAU0-7","PLEKHA5",0,12034000,0,0,0,0,8935500,20071000,14568000,0,0,0
"Q9HAU5","UPF2",0,0,0,0,0,9751900,0,0,0,0,0,0
"Q9HAV0","GNB4",166910000,282560000,217170000,138250000,148180000,39564000,91964000,165320000,167770000,70313000,64679000,72429000
"Q9HAV4","XPO5",0,1863200,916330,23074000,14229000,76731000,409980,658690,2607700,38484000,20017000,20742000
"Q9HAV7","GRPEL1",395490000,290070000,385360000,159130000,172140000,83644000,369090000,339200000,273630000,180290000,123440000,127020000
"Q9HAZ1","CLK4",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HB07","C12orf10",20489000,10923000,21515000,35809000,37649000,113500000,22743000,15018000,14437000,59630000,24832000,35269000
"Q9HB21-2;Q9HB21","PLEKHA1",7427300,0,0,0,0,0,0,0,0,0,0,0
"Q9HB40;Q9HB40-2","SCPEP1",107140000,67741000,81943000,71264000,42618000,43638000,52753000,76299000,53145000,42594000,26460000,27479000
"Q9HB71;Q9HB71-3;Q9HB71-2","CACYBP",101640000,181000000,80364000,415890000,324430000,1573200000,205880000,299190000,242460000,704970000,446600000,379620000
"Q9HB90;Q9NQL2;Q9NQL2-2","RRAGC;RRAGD",10637000,0,10888000,20159000,12932000,13068000,0,8276000,0,13731000,18197000,10896000
"Q9HBE1-2;Q9HBE1-3;Q9HBE1;Q9HBE1-4","PATZ1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HBH1","PDF",66006000,45306000,68942000,16139000,21116000,15703000,87994000,69694000,68501000,19839000,26947000,27809000
"Q9HBH5","RDH14",85562000,91251000,89011000,39412000,68462000,58247000,144500000,111830000,119060000,33425000,56153000,43297000
"Q9HBI5","C3orf14",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HBK9;Q9HBK9-2","AS3MT",0,0,0,17718000,16061000,45209000,0,0,0,12636000,10530000,10156000
"Q9HBL7","PLGRKT",50423000,37807000,42639000,23710000,36299000,8752600,95557000,50875000,64280000,27961000,39840000,26295000
"Q9HBM0-2;Q9HBM0","VEZT",23259000,21115000,7230400,0,0,15451000,13651000,12579000,11956000,0,9801500,0
"Q9HBM1","SPC25",0,8648700,0,6675200,5680700,21694000,0,5484500,0,12758000,0,9185600
"Q9HBR0;Q9HBR0-3;Q9HBR0-2","SLC38A10",0,0,9476300,9394300,0,9110300,0,0,0,0,0,0
"Q9HBU6;Q9HBU6-2","ETNK1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HBV2","SPACA1",0,64269000,0,0,79423000,0,276600000,61755000,73765000,56001000,54393000,72922000
"Q9HC07;Q9HC07-2","TMEM165",32211000,21040000,22052000,38915000,42019000,38439000,15848000,14702000,29139000,32398000,49575000,34122000
"Q9HC21-2;Q9HC21","SLC25A19",62145000,44520000,51991000,24079000,51322000,6465100,97965000,36887000,47963000,15754000,41361000,25945000
"Q9HC35;Q9HC35-2","EML4",7678200,12454000,16926000,23610000,12950000,50037000,0,12961000,15316000,50619000,26666000,26583000
"Q9HC36","RNMTL1",462280000,375600000,441250000,58039000,174420000,136790000,510380000,447390000,358930000,47160000,134690000,97676000
"Q9HC38-2;Q9HC38;Q9HC38-3","GLOD4",8814100,4836000,2148700,22588000,16731000,141560000,7447400,2125900,5664800,34543000,17615000,33599000
"Q9HC52;O95503","CBX8",0,10532000,0,24314000,24971000,28311000,0,0,0,10638000,31318000,24112000
"Q9HCC0;Q9HCC0-2","MCCC2",565420000,349740000,473260000,157070000,185010000,106190000,348790000,262200000,252060000,123390000,95812000,116020000
"Q9HCD5","NCOA5",0,19596000,0,37912000,44457000,45522000,0,0,0,38997000,67954000,48432000
"Q9HCE1;Q9HCE1-2","MOV10",8968500,17403000,14970000,36128000,28713000,52870000,5258600,16371000,17489000,39050000,25683000,28440000
"Q9HCG8","CWC22",0,0,0,0,0,27325000,0,0,0,0,19280000,0
"Q9HCL2","GPAM",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HCM4-3;Q9HCM4;Q9HCM4-4;Q9HCM4-2;Q9H329","EPB41L5",20808000,39538000,28499000,7579700,10250000,5736000,28698000,83721000,71954000,7847000,8243500,7752100
"Q9HCN3","TMEM8A",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HCN4-4;Q9HCN4;Q9HCN4-5;Q9HCN4-2;Q9HCN4-3","GPN1",0,0,0,6264300,4651300,0,0,0,0,10999000,5200900,5558900
"Q9HCN8","SDF2L1",242700000,140390000,180130000,152900000,130860000,104190000,182870000,182820000,213500000,145890000,80489000,121280000
"Q9HCS7","XAB2",0,9248300,5327700,25442000,19189000,29324000,2835500,3424700,2415700,15843000,70391000,25212000
"Q9HCU4","CELSR2",0,3661300,0,0,0,0,0,0,4107600,0,0,0
"Q9HCU5","PREB",144350000,98384000,95227000,62690000,101370000,104260000,150990000,143060000,177240000,58604000,151130000,75076000
"Q9HD15","SRA1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HD20;Q9HD20-2;Q9HD20-3","ATP13A1",90584000,70407000,63994000,49565000,69370000,38724000,104530000,93340000,109750000,32391000,85461000,54391000
"Q9HD23;Q9HD23-4;Q9HD23-2;Q9HD23-3","MRS2",26583000,25550000,22589000,10043000,22799000,0,32471000,15978000,20323000,12037000,18500000,12025000
"Q9HD26;Q9HD26-2;Q9HD26-3","GOPC",0,0,0,0,0,12057000,0,0,0,9226300,0,0
"Q9HD33;Q9HD33-2;Q9HD33-3","MRPL47",461960000,331760000,450790000,91917000,146500000,80569000,286020000,227060000,208330000,65104000,94799000,67212000
"Q9HD34","LYRM4",78493000,55963000,70530000,20567000,26792000,20176000,61488000,51469000,45098000,16658000,40008000,15075000
"Q9HD40-3;Q9HD40","SEPSECS",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HD42","CHMP1A",16822000,0,0,15499000,20911000,28391000,14260000,0,17086000,0,23371000,19710000
"Q9HD45","TM9SF3",57489000,59120000,51251000,37305000,40510000,28257000,46072000,44833000,61184000,42654000,69932000,51283000
"Q9HD47-2;Q9HD47-4;Q9HD47-3;Q9HD47","RANGRF",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HD67","MYO10",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HDC5","JPH1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9HDC9;Q9HDC9-2","APMAP",322390000,326210000,293970000,298420000,324510000,198520000,321760000,293540000,379670000,175950000,305270000,213880000
"Q9NNW5","WDR6",2074400,6215400,6130300,8939800,6214800,22385000,56468000,157260000,102380000,27714000,36274000,26664000
"Q9NNW7-2;Q9NNW7;Q9NNW7-3;Q9NNW7-4","TXNRD2",281450000,136350000,223440000,78048000,80569000,57193000,283710000,167520000,159230000,103490000,61466000,97023000
"Q9NP50-2;Q9NP50","FAM60A",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NP58-4;Q9NP58","ABCB6",47135000,22605000,23596000,10531000,17666000,0,56598000,43196000,38973000,16182000,22976000,16747000
"Q9NP61-2;Q9NP61","ARFGAP3",0,8100000,0,0,10404000,48183000,0,0,0,0,8899100,9185900
"Q9NP66","HMG20A",0,15330000,0,40292000,45089000,58384000,6923000,11706000,6105100,16118000,75397000,27748000
"Q9NP72;Q9NP72-2;Q9NP72-3","RAB18",38610000,33305000,36882000,36477000,44429000,34038000,72930000,65231000,74413000,56233000,69408000,60155000
"Q9NP73-2;Q9NP73;Q9NP73-3","ALG13",0,0,0,18071000,11793000,0,0,0,5655200,12161000,19971000,24266000
"Q9NP77;Q9NP77-2","SSU72",0,0,0,0,8437600,48523000,0,0,0,12799000,8088800,0
"Q9NP79;Q9NP79-2","VTA1",4729200,5473800,6308700,43297000,46454000,93086000,7015400,7836500,6288900,56425000,51218000,34945000
"Q9NP80-3;Q9NP80;Q9NP80-2","PNPLA8",39308000,22493000,14468000,8815900,11944000,12443000,28988000,12044000,10869000,7703900,8251400,14766000
"Q9NP81;Q9NP81-2","SARS2",332580000,214530000,307390000,98766000,105290000,78476000,376130000,309510000,276660000,131590000,104640000,115320000
"Q9NP92","MRPS30",287410000,240760000,315460000,107890000,127610000,80415000,289870000,211930000,215550000,84342000,117170000,92423000
"Q9NP97;Q8TF09","DYNLRB1;DYNLRB2",31437000,35036000,20087000,64833000,39815000,223350000,18291000,28320000,23916000,103250000,26468000,43251000
"Q9NPA0","EMC7",54258000,64491000,63409000,56281000,66333000,38950000,95382000,88564000,100760000,47310000,86161000,72298000
"Q9NPA8-2;Q9NPA8","ENY2",0,26154000,18004000,30526000,31322000,98867000,10704000,11119000,12824000,28836000,17236000,21003000
"Q9NPD3","EXOSC4",0,8923000,0,29106000,35155000,40432000,0,0,0,24077000,29820000,30844000
"Q9NPD8","UBE2T",0,0,0,0,0,28854000,0,0,0,0,0,0
"Q9NPE2;Q9NPE2-3","NGRN",125670000,66373000,86139000,0,0,0,89465000,83223000,86222000,0,0,0
"Q9NPE3","NOP10",20011000,9640400,7370400,57084000,51897000,2557800,19067000,6034300,5667600,26938000,94677000,81569000
"Q9NPF4","OSGEP",0,0,0,8058800,8686500,30293000,0,0,0,7602600,8090600,8956100
"Q9NPF5","DMAP1",0,0,0,13439000,13353000,29387000,0,0,0,0,18187000,17087000
"Q9NPH0;Q9NPH0-2","ACP6",32492000,14834000,25388000,10045000,10713000,10344000,22964000,15328000,15833000,7582100,7035700,7270800
"Q9NPH2;Q9NPH2-2;Q9NPH2-3","ISYNA1",6033600,6104700,8109100,36278000,26066000,121320000,7369900,3555000,5901500,30693000,15834000,15580000
"Q9NPH3-3;Q9NPH3-2;Q9NPH3;Q9NPH3-5","IL1RAP",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NPI1;Q9NPI1-2","BRD7",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NPI6-2;Q9NPI6","DCP1A",0,7317700,6461200,14778000,14612000,55233000,0,0,4303800,19854000,9654200,7405300
"Q9NPJ3;Q9NPJ3-2","ACOT13",249250000,181860000,301380000,106020000,111040000,49639000,217690000,145050000,156100000,85078000,71635000,105050000
"Q9NPJ6;Q9NPJ6-2","MED4",0,0,0,7032000,9006800,20624000,0,0,0,7933300,0,0
"Q9NPL8","TIMMDC1",53573000,54729000,72612000,22697000,26405000,16190000,80177000,40106000,69413000,9894200,20718000,31133000
"Q9NPQ8-4;Q9NPQ8;Q9NPQ8-3;Q9NPQ8-2","RIC8A",0,4025000,3851000,13307000,8901400,33130000,0,0,0,8648200,5357800,0
"Q9NQ11;Q9NQ11-3;Q9NQ11-2","ATP13A2",11980000,10507000,10270000,0,9704600,0,0,10090000,10921000,0,0,0
"Q9NQ29-2;Q9NQ29;Q9NQ29-3","LUC7L",0,28375000,20521000,41558000,68436000,158410000,0,27847000,22860000,57155000,55715000,80699000
"Q9NQ48;Q9NQ48-3;Q9NQ48-2","LZTFL1",14071000,16976000,12622000,12010000,15827000,78915000,0,0,7276300,10438000,0,0
"Q9NQ50","MRPL40",482780000,298430000,410720000,165830000,196730000,115830000,340560000,279080000,282080000,116210000,149030000,146090000
"Q9NQ55-2;Q9NQ55;Q9NQ55-3","PPAN",2288900,5950900,6873000,29730000,33857000,23365000,2316200,3443800,0,15272000,137800000,58153000
"Q9NQ66-2;Q9NQ66","PLCB1",13859000,18765000,14693000,0,0,0,13634000,17484000,14881000,0,0,0
"Q9NQ84;Q9NQ84-2","GPRC5C",20117000,0,0,0,0,0,20101000,14603000,0,13065000,15112000,0
"Q9NQ88","TIGAR",0,0,0,14137000,0,55067000,0,14288000,0,18382000,11962000,7861600
"Q9NQA3","WASH6P",0,0,0,0,0,0,6179000,0,0,0,6193800,0
"Q9NQC3-2;Q9NQC3-5;Q9NQC3;Q9NQC3-4;Q9NQC3-3;Q9NQC3-6","RTN4",73893000,88061000,97593000,187130000,156850000,112930000,84133000,104640000,101210000,148980000,188270000,143320000
"Q9NQE9","HINT3",32541000,33135000,43512000,39797000,33602000,10841000,44218000,62087000,57787000,57108000,36543000,45781000
"Q9NQG5","RPRD1B",8346800,34735000,9419600,119430000,77277000,376860000,5321700,6960200,10694000,117980000,121940000,105150000
"Q9NQG6;Q9NQG6-2","MIEF1",0,6228100,0,0,0,0,0,5254400,0,0,0,5488000
"Q9NQH7-4;Q9NQH7;Q9NQH7-2;Q9NQH7-3;Q9NQH7-5","XPNPEP3",224250000,133260000,174900000,78615000,74385000,15418000,178970000,127900000,154630000,42060000,47491000,47007000
"Q9NQP4","PFDN4",0,0,0,51102000,24913000,98541000,0,0,0,65482000,0,0
"Q9NQR4","NIT2",40678000,30695000,27734000,34674000,23100000,52937000,25441000,18869000,19729000,33774000,14727000,22625000
"Q9NQS1","AVEN",0,3188800,3285800,0,0,9376300,0,0,0,7376600,4340200,0
"Q9NQS7-2;Q9NQS7","INCENP",0,8845600,0,23836000,18441000,29446000,0,5453200,0,8349600,40974000,29067000
"Q9NQT4","EXOSC5",0,13951000,8899100,51502000,49859000,91323000,0,0,7497700,35141000,50979000,44078000
"Q9NQT5;Q9NQT5-2","EXOSC3",0,10682000,10827000,32938000,26054000,66918000,0,6841800,6835300,17809000,24044000,11247000
"Q9NQT8","KIF13B",0,0,33177000,0,34997000,62760000,0,0,43822000,24651000,0,16419000
"Q9NQW6-2;Q9NQW6","ANLN",0,19391000,0,17437000,15829000,24197000,0,23732000,8863400,19735000,15762000,10305000
"Q9NQW7-3;Q9NQW7;Q9NQW7-4;Q9NQW7-2","XPNPEP1",6680200,5618400,10240000,36586000,23141000,96249000,9387300,4977900,8088700,47836000,24867000,27426000
"Q9NQX3;Q9NQX3-2","GPHN",12083000,0,0,9198900,10384000,55981000,0,11329000,9399900,22525000,5513700,12290000
"Q9NQX7;Q9NQX7-2;Q9NQX7-3","ITM2C",0,13633000,14603000,10497000,12530000,9656800,24263000,14436000,18056000,13878000,14233000,13797000
"Q9NQZ2","UTP3",0,21388000,0,58777000,92634000,90804000,0,0,0,20495000,84697000,108690000
"Q9NQZ5","STARD7",58003000,29835000,48123000,19394000,14874000,15207000,72210000,38907000,23890000,25373000,16801000,16167000
"Q9NR09","BIRC6",0,0,4484100,6561300,5541600,24405000,8774000,6863700,4998200,15343000,6450900,6542900
"Q9NR12;Q9NR12-5;Q9NR12-6;Q9NR12-4;Q9NR12-2;Q9NR12-3","PDLIM7",21074000,33254000,33318000,14870000,22580000,65777000,0,0,0,17691000,0,0
"Q9NR19;Q9NR19-2","ACSS2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NR28-2;Q9NR28;Q9NR28-3","DIABLO",252310000,139520000,193910000,47264000,59791000,46035000,343540000,164600000,181760000,137230000,68861000,106770000
"Q9NR30;Q9NR30-2","DDX21",4858700,110710000,42353000,281660000,368510000,439040000,11451000,63878000,36034000,275240000,730740000,517320000
"Q9NR31;Q9NR31-2","SAR1A",24895000,9714500,5941400,97920000,87266000,177660000,17581000,21889000,20281000,108600000,58378000,65312000
"Q9NR33","POLE4",0,0,0,7659200,7137900,0,0,0,0,8942100,6285100,8198600
"Q9NR45","NANS",0,27122000,25016000,43886000,28600000,106450000,6993800,15076000,20754000,59010000,28847000,34257000
"Q9NR46;Q9NR46-2","SH3GLB2",12380000,16029000,13674000,20514000,22157000,40533000,10277000,35786000,27151000,26404000,10694000,15167000
"Q9NR50;Q9NR50-3;Q9NR50-2","EIF2B3",0,7833100,3016000,36034000,31934000,111240000,4869400,12902000,3413800,37086000,15680000,26375000
"Q9NR56;Q9NR56-7;Q9NUK0-2;Q9NUK0;Q9NUK0-4;Q9NUK0-3","MBNL1",10240000,25306000,16235000,38256000,38369000,101190000,9587500,11514000,13872000,31435000,30933000,22727000
"Q9NR56-3;Q9NR56-4;Q9NR56-6;Q9NR56-2;Q9NR56-5","MBNL1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NR77","PXMP2",10388000,7999300,11442000,10639000,9981700,0,13241000,12145000,14352000,11055000,26838000,14720000
"Q9NRA0-4;Q9NRA0-3;Q9NRA0-2;Q9NRA0;Q9NRA0-5","SPHK2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NRA2-2;Q9NRA2","SLC17A5",0,0,0,0,19605000,0,0,0,0,22087000,28126000,18214000
"Q9NRA8-2;Q9NRA8;Q9NRA8-3","EIF4ENIF1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NRB3","CHST12",0,0,0,5180900,0,0,0,0,7792000,0,4626400,0
"Q9NRD1","FBXO6",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NRF8","CTPS2",52373000,45013000,43290000,34587000,30469000,110720000,8912500,6725400,6918600,6100500,4379700,5413500
"Q9NRF9","POLE3",0,10625000,0,71102000,70759000,109730000,0,0,0,60369000,34300000,40784000
"Q9NRG0","CHRAC1",0,0,0,17003000,23250000,31518000,0,0,0,24572000,14107000,20770000
"Q9NRG7;Q9NRG7-3","SDR39U1",444530000,208620000,192250000,20302000,57265000,101060000,162220000,130100000,117470000,15623000,24351000,21090000
"Q9NRG9;Q9NRG9-2","AAAS",33698000,42840000,31348000,36770000,47190000,33915000,40731000,45545000,44902000,24966000,65329000,46544000
"Q9NRK6","ABCB10",206140000,149540000,171880000,58886000,116610000,38203000,166130000,74994000,115570000,26503000,62403000,41716000
"Q9NRL2;Q9NRL2-2","BAZ1A",1253700,10382000,3394100,30421000,35612000,49036000,1589100,6872500,2612700,12239000,48290000,19508000
"Q9NRL3-3;Q9NRL3;Q9NRL3-2","STRN4",21157000,17180000,25747000,37277000,52656000,85933000,18116000,20813000,20026000,79770000,23422000,30279000
"Q9NRN7;Q9NRN7-2","AASDHPPT",8167600,12735000,10560000,21130000,27375000,87489000,20849000,10866000,8504000,13390000,14416000,10997000
"Q9NRP0;Q9NRP0-2","OSTC",169690000,73667000,37764000,8617800,35544000,43055000,44098000,81418000,76307000,0,34040000,13257000
"Q9NRP2","CMC2",410710000,184250000,324730000,73407000,91772000,35009000,424070000,253790000,249690000,84315000,56054000,69921000
